7,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1,0,0,0,0,0,1,1,0,0,1,1,0,0
0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1,0,0,0,0,3,0,0,0,0,1,0,0,0,0
0,1,1,0,1,1,0,1,0,0,0,0,0,1,0
0,1,1,1,1,1,1,1,1,0,1,1,0,0,1
0,1,1,2,1,1,3,1,2,1,1,2,2,1,1
0,1,1,2,2,3,3,9,2,4,2,2,3,2,2
0,1,1,6,4,4,6,7,5,5,11,5,5,6,6
1,1,4,3,4,7,21,12,15,10,17,12,8,13,16
1,1,3,3,10,13,25,24,28,61,23,56,27,48,49
1,2,4,7,9,13,24,47,81,92,129,166,62,57,60
0,3,8,12,22,31,54,83,218,302,205,195,195,391,254
1,1,3,7,29,37,114,177,308,433,557,647,893,633,690
1,3,11,12,45,75,192,327,622,1025,2042,2066,2224,2260,2570
0,2,7,16,56,127,379,619,1504,2249,4119,5455,7393,8349,10943
1,2,9,27,97,149,544,937,2843,4267,9057,13686,21356,27731,32689
44,90,120,325,620,1199,2352,6585,11068,27366,43296,78540
35,52,36,80,159,339,1240,2478,5896,12551
13,53,40,84,238,544,1743,4237,10047,22714
35,49,52,113,355,761,2827,5694,15914,38081
17,20,70,124,411,1014,4008,8222,26319,63819
11,24,46,161,448,838,3759,7102,29208,55733
10,14,46,188,464,1723,7050,16089,60221
41,70,121,264,779,2114,9640,22094,88091
58,55,101,102,420,654,1608,3215,8609,15343,30456
53,65,110,128,528,849,1856,3649,9125,16853,36319,55549
41,46,157,181,747,912,2594,5144,14780,29669
33,53,146,203,783,945,3209,7002,20704,41016
66,81,103,179,608,1124,4307,8728,28552
78,73,145,241,842,1536,5927,12772,44412
40,74,183,786,1828,6503
33,62,158,916,2645,8194
31,71,190,991,2605,9372
24,78,230,1330,3382,12502
35,101,235,1582,4520,16605
95,394,941,6905,17687,96930
61,461,1095,10996,21344
78,427,1097,9461,21826
81,403,1107,8442,20477
181,474,1283,9418,24178
84,529,1489,9865,25357
88,579,1491,10866,31881
96,619,1549,10480,31041
59,682,1635,11604,37640
61,581,1623,14094,33816
58,627,1771,15196,39172
71,699,1935,16779,45295
64,799,2134,19884,41475
